place_id,place_name,place_types,place_address,place_average_ratings,place_ratings_count,place_reviews_count,place_location,place_website,place_phone_number,place_price_level,place_primary_type,has_delivery,has_dine_in,is_reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,places_opening_hours
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,Pier88,"['coffee_shop', 'cafe', 'bar', 'food', 'store', 'point_of_interest', 'establishment']","Lungargine Scaricatore, 37, 35124 Padova PD, Italy",4.4,2052,,,http://www.pier88.it/,,PRICE_LEVEL_MODERATE,coffee_shop,False,True,True,True,True,True,True,True,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']"
ChIJqfLfnLTEfkcR4eHTfCrNAD4,Pizzeria Paulaner,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via G. Marconi, 130, 35020 Ponte San Nicolò PD, Italy",3.7,65,,,,,PRICE_LEVEL_MODERATE,pizza_restaurant,,True,True,,,True,True,True,
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,SUNRISE Garden,"['bar', 'point_of_interest', 'establishment']","Via Capitello, Parco degli Alpini, 66, 35136 Padova PD, Italy",4.2,169,,,http://www.facebook.com/Sunrisegardenpadova,+39 347 804 3179,,bar,True,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20091:30\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']"
ChIJ3YDvG37afkcRck0kSQbg07k,Pizzeria Perdinci,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Cardinale Callegari, 43, 35133 Padova PD, Italy",4.3,893,,,https://pizzeriaperdinci.it/index.php,+39 049 232 6837,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,False,False,True,True,True,"['Monday: Closed', 'Tuesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJQSilT7XafkcRnM8jY3WcbVY,Bar Industria,"['bar', 'point_of_interest', 'establishment']","Via Cappello, 113, 35027 Noventana PD, Italy",4.2,136,,,,+39 340 761 5857,PRICE_LEVEL_INEXPENSIVE,bar,False,True,True,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJkZS-xa_bfkcRhBo4F7WSn5A,Casetta Zebrina,"['bar', 'point_of_interest', 'establishment']","Via Jacopo da Montagnana, 93, 35132 Padova PD, Italy",4.4,225,,,,+39 327 162 9910,,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:30\u202fAM\u2009–\u200910:00\u202fPM']"
ChIJk9yuq0zbfkcRpQQKZ4glq1A,Thomas bar Di Argenti Thomas,"['bar', 'point_of_interest', 'establishment']","Via G. Garibaldi, 7, 35020 Ponte San Nicolò PD, Italy",4.3,56,,,,+39 049 261 2458,PRICE_LEVEL_INEXPENSIVE,bar,False,True,,,,,True,True,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fAM']"
ChIJMeOcdHzZfkcRTvVPkbKVRiY,KANTU ristorante peruviano,"['vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Sette Martiri, 170, 35143 Padova PD, Italy",4.6,1303,,,,+39 049 817 2066,PRICE_LEVEL_MODERATE,restaurant,,True,True,,True,True,True,True,"['Monday: Closed', 'Tuesday: 6:00\u2009–\u200911:45\u202fPM', 'Wednesday: 6:00\u2009–\u200911:45\u202fPM', 'Thursday: 6:00\u2009–\u200911:45\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200911:45\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200911:45\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200911:45\u202fPM']"
ChIJGz0bWm7afkcRuXfLmdh88-U,Pizzeria Sotto Casa,"['coffee_shop', 'pizza_restaurant', 'meal_delivery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Michelangelo Buonarroti, 121, 35134 Padova PD, Italy",4.1,806,,,https://www.facebook.com/pages/Pizzeria-Sotto-casa/1418930998347226?ref_type=bookmark,+39 380 905 4432,PRICE_LEVEL_INEXPENSIVE,meal_delivery,True,True,,,,,,,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
ChIJMRZsRVbafkcRPflHOx-rBJs,La Roccia Pub,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Cesare Battisti, 158, 35121 Padova PD, Italy",4.4,876,,,,+39 049 875 5535,PRICE_LEVEL_INEXPENSIVE,restaurant,True,True,True,False,True,True,True,True,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 7:00\u202fPM\u2009–\u20092:00\u202fAM']"
ChIJvQxQhUvbfkcRw8Ory80F3jk,Ristorante Washi,"['restaurant', 'sushi_restaurant', 'japanese_restaurant', 'food', 'point_of_interest', 'establishment']","Via Sacro Cuore, 27a, 35135 Padova PD, Italy",4.5,75,,,https://washi-sushirestaurant.jimdosite.com/,+39 351 556 8998,,restaurant,True,True,True,,True,True,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']"
ChIJcb7aZzbFfkcR5ZcyvzQoISI,Lotus,"['japanese_restaurant', 'chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Vigonovese, 417, 35127 Padova PD, Italy",4.2,1133,,,http://www.lotusrestaurant.it/,+39 049 830 7147,PRICE_LEVEL_MODERATE,japanese_restaurant,,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM']"
ChIJ9R5vPhfbfkcR753rt9GVfc4,Pizzeria Ristorante Capovolta,"['pizza_restaurant', 'meal_delivery', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Jacopo Facciolati, 168, 35127 Padova PD, Italy",4.3,2025,,,http://ristorantecapovolta.com/,+39 049 757407,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,False,True,True,True,True,"['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJL_iJIzXafkcRH5joMPBBMD4,Caffetteria via Sorio,"['bar', 'coffee_shop', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']","Via Sorio, 50, 35141 Padova PD, Italy",4.4,376,,,,+39 049 232 1490,PRICE_LEVEL_MODERATE,bar,True,True,True,,,,True,True,"['Monday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']"
ChIJ5UwVngzafkcRXFsW47vMudc,Ristorante Locanda Munerato,"['italian_restaurant', 'pizza_restaurant', 'restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']","Via Sacro Cuore, 4, 35135 Padova PD, Italy",4,962,,,https://www.munerato.it/,+39 049 864 7502,PRICE_LEVEL_INEXPENSIVE,italian_restaurant,,True,True,False,True,True,True,True,"['Monday: 9:30\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']"
ChIJUzaHnbTEfkcRKlcJv-KuEp0,Montenapoleone Ponte,"['pizza_restaurant', 'italian_restaurant', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via G. Marconi, 130/A, 35020 Ponte San PD, Italy",3.8,2330,,,https://www.ristorantimontenapoleone.com/,+39 049 896 2888,PRICE_LEVEL_MODERATE,pizza_restaurant,False,True,True,False,True,True,True,True,"['Monday: 7:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 6:30\u202fPM\u2009–\u200912:30\u202fAM']"
ChIJXed_JpPafkcRwDoqovBSUjQ,Al Trombon,"['bar', 'point_of_interest', 'establishment']","Via Pietro Maroncelli, 19, 35129 Padova PD, Italy",4.2,209,,,,+39 049 772448,PRICE_LEVEL_INEXPENSIVE,bar,False,True,True,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJO6ANgPzEfkcRnUR5UtTbipg,Bar Caffè Al 28,"['bar', 'point_of_interest', 'establishment']","Via XI Febbraio, 2, 35020 Villatora PD, Italy",4.5,188,,,,+39 340 612 7300,PRICE_LEVEL_INEXPENSIVE,bar,False,True,True,,,,True,True,"['Monday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 5:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 5:30\u202fAM\u2009–\u20093:00\u202fPM']"
ChIJW6fYhn7ZfkcRPooiU6EUjSo,Riki pizzeria Padova,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Giacomo Ciamician, 21, 35143 Padova PD, Italy",4.5,554,,,https://www.facebook.com/Riki-Pizzeria-499778230068033,+39 049 868 6377,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,False,,True,True,True,"['Monday: Closed', 'Tuesday: 6:30\u2009–\u200911:30\u202fPM', 'Wednesday: 6:30\u2009–\u200911:30\u202fPM', 'Thursday: 6:30\u2009–\u200911:30\u202fPM', 'Friday: 6:30\u2009–\u200911:30\u202fPM', 'Saturday: 6:30\u2009–\u200911:30\u202fPM', 'Sunday: 6:30\u2009–\u200911:30\u202fPM']"
ChIJScQPg6_bfkcRCjD2IcCbQVI,Radici Gourmet,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Andrea Costa, 18/a, 35124 Padova PD, Italy",4.5,859,,,https://www.radicirestaurant.it/,+39 049 232 0525,PRICE_LEVEL_MODERATE,restaurant,,True,True,True,True,True,True,True,"['Monday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: Closed']"
ChIJ5bijlALQfkcRn3W3YxZdB9s,Le Midi,"['restaurant', 'meal_delivery', 'bar', 'food', 'point_of_interest', 'establishment']","di, Via Germania, 9, 35010 Peraga PD, Italy",4.1,299,,,http://www.lemidi.it/,+39 049 629675,PRICE_LEVEL_INEXPENSIVE,restaurant,,True,True,True,True,False,True,True,"['Monday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJt-ndTe3bfkcRHY1Aa5AmMdE,LievitArti - Forcellini,"['pizza_restaurant', 'meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Egidio Forcellini, 161, 35128 Padova PD, Italy",4.4,107,,,http://www.lievitarti.com/,+39 049 591 5055,,meal_takeaway,True,True,True,False,,True,True,,"['Monday: 6:00\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u2009–\u200910:00\u202fPM']"
ChIJLeRjY4HDfkcR5Qv_-jCzTNk,La Bottega Della Pizza Di Panizzolo Damiano,"['pizza_restaurant', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Vigonovese, 403/A, 35127 Padova PD, Italy",4,61,,,http://www.labottegadellapizzapadova.it/,+39 049 879 0206,,meal_delivery,True,,,,,,,,"['Monday: Closed', 'Tuesday: 6:00\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u2009–\u200910:00\u202fPM']"
ChIJv6d9yifFfkcR0hzkii0JWAA,Serenissima Ristorazione (S.R.L.),"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Stati Uniti, 23, 35127 Padova PD, Italy",3.7,107,,,,+39 049 760862,PRICE_LEVEL_INEXPENSIVE,restaurant,False,True,,,True,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJa_2C_vTbfkcR-oo9NNvTgyw,Forastero PD,"['vegetarian_restaurant', 'liquor_store', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Alessandro Manzoni, 4, 35126 Padova PD, Italy",4.6,231,,,https://forasterocucinadelleameriche.eatbu.com/,+39 049 729 4963,PRICE_LEVEL_MODERATE,restaurant,False,True,True,False,True,True,True,True,"['Monday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: Closed']"
ChIJ1xLiXjjafkcRcZmKTRMzc6A,Tola Rasa,"['restaurant', 'italian_restaurant', 'bar', 'seafood_restaurant', 'food', 'point_of_interest', 'establishment']","Via Vicenza, 7, 35138 Padova PD, Italy",4.5,249,,,https://www.tolarasa.it/,+39 049 723032,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,False,True,True,,True,True,True,True,"['Monday: 12:30\u2009–\u20092:00\u202fPM, 7:30\u2009–\u20099:30\u202fPM', 'Tuesday: 7:30\u2009–\u20099:30\u202fPM', 'Wednesday: Closed', 'Thursday: 7:30\u2009–\u20099:30\u202fPM', 'Friday: 12:30\u2009–\u20092:00\u202fPM, 7:30\u2009–\u20099:30\u202fPM', 'Saturday: 12:30\u2009–\u20092:00\u202fPM, 7:30\u2009–\u20099:30\u202fPM', 'Sunday: 12:30\u2009–\u20092:00\u202fPM, 7:30\u2009–\u20099:30\u202fPM']"
ChIJwzs5vKLbfkcRp43hqXskPKw,Enoteca Barcollo,"['bar', 'food', 'point_of_interest', 'establishment']","Via Alessandro Guidi, 23, 35142 Padova PD, Italy",4.3,317,,,,+39 393 082 6866,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']"
ChIJ-2_66KvafkcRi7tHgubq4Mw,Midtown Drinks & Food,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Don Giuseppe Lago, 44, 35129 Padova PD, Italy",4,468,,,https://www.facebook.com/midtownloungebar/,+39 338 712 9926,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:30\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 7:30\u202fAM\u2009–\u200912:00\u202fAM']"
ChIJSXOF74jZfkcRNOu0X5b1oc8,Enoteca Bonotto Giorgio,"['bar', 'food', 'point_of_interest', 'establishment']","Via Chiesanuova, 124, 35136 Padova PD, Italy",4.5,80,,,http://www.bonottovini.it/,+39 049 872 5056,,bar,False,,,,,,False,True,"['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Sunday: Closed']"
ChIJ3yXtgRDbfkcR_q0UhzDYiWY,Pizza Takeaway Crescini,"['pizza_restaurant', 'meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Jacopo Crescini, 141 bis, 35127 Padova PD, Italy",4.2,148,,,https://www.justeat.it/restaurants-pizzeria-crescini-padova-35126/menu,+39 329 973 4138,PRICE_LEVEL_INEXPENSIVE,meal_delivery,True,False,,,,,,,"['Monday: 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']"
ChIJCYSSV-_PfkcRWNE8h6jNdKo,Pizzeria Da Ciccillo,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Arrigoni, 43, 35010 Vigonza PD, Italy",4,654,,,,+39 049 725770,PRICE_LEVEL_MODERATE,pizza_restaurant,,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:30\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJE49DguzQfkcREnGf6-fZF_A,McDonald's,"['fast_food_restaurant', 'hamburger_restaurant', 'breakfast_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Pontevigodarzere, 2, 35133 Padova PD, Italy",4,3011,,,http://www.mcdonalds.it/,+39 049 864 9227,PRICE_LEVEL_INEXPENSIVE,fast_food_restaurant,True,True,,True,True,True,False,False,"['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20096:30\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20096:30\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20093:00\u202fAM']"
ChIJ9Q9hq7_bfkcRa4O36_tXTC8,Pizzeria Da Jerry,"['pizza_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Rovigo, 14, 35142 Padova PD, Italy",4.6,327,,,,+39 049 880 3677,PRICE_LEVEL_INEXPENSIVE,pizza_restaurant,,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM']"
