place_id,review,review_rating,review_publish_time,review_publish_time_str
ChIJMTPrr3jbfkcRdXuAZ2qdAx8,"I went for the first time last week for dinner. It was an unusual culinary experience insomuch that you have to cook your own veggies and meat/fish in a selection of broths, from mild to hot. It was ok but I wouldn't go again.",4,2023-09-24T07:54:44Z,8 months ago
ChIJMTPrr3jbfkcRdXuAZ2qdAx8,Very cool experience especially if you love Ramen fresh ingredients dumplings are delicious,5,2024-03-10T22:18:06Z,2 months ago
ChIJq1tkYZPbfkcRMD6SKviCEQk,"UPDATE: Stopped for a quick coffee break before going into Padova. They have the best caffe in Padova. Strong and intense flavor with aroma. My favorite coffee place in Padova.

Fantastic place for lunch. Always stopped for cafe but today was the first time trying their meal.
FOOD: wonderfully prepared and very tasteful including the bread basket. Ordered tomatoe pasta with burrata,  chicken salad,  and margherita pizza.  Tomatoe sauce was strong and plenty,  chicken was warm and the dressing perfectly complimented the salad,  and the pizza was crunchy and chewy. Everything was easy I like my food. And caffe is a must: Strong aroma and flavor.
PRICE: good price for lunch. Three dishes,  water, coffee, and cuperto was around €36.
SERVICE: Fantastic service. Attentive and friendly.  Spoke English well and explain each dish.
LOCATION: good location and plenty of parking. It is away from downtown but next to plenty of stores.
MISC: excellent caffè so stop by for a quick break.",4,2020-11-26T11:29:12Z,3 years ago
ChIJq1tkYZPbfkcRMD6SKviCEQk,5 stars ⭐️ for the service at the restaurant but the food was poor quality. Rice 🍚 of my dish was not fresh it’s seemed to be for yesterday.,2,2022-05-31T11:40:28Z,2 years ago
ChIJq1tkYZPbfkcRMD6SKviCEQk,"Beautiful  and design coffee, restaurant and cocktail bar.",5,2018-10-12T06:28:14Z,5 years ago
ChIJq1tkYZPbfkcRMD6SKviCEQk,"Good position, open spaces, good food, cocktails and coffee :-) -- there quality is above average, so the prices. Popular among locals.",4,2016-08-15T12:37:13Z,7 years ago
ChIJq1tkYZPbfkcRMD6SKviCEQk,Cozy cafe-bar with interesting choices of snacks and dishes. Comfortable seats and friendly staff.,5,2020-01-29T23:15:49Z,4 years ago
ChIJ7TjA-1fbfkcRBJTn2FE_v9E,"This is one of the best sushi restaurants I have ever visited. It has all you can eat option for a very good price. Sushi is great and very tasty, fresh and delicious. The menu has a very extensive variety with many options. My husband and I really enjoyed the food.
The service was excellent. All the staff was amazing and very nice to us.
It’s a pet friendly place, so we were there with our dog, Pedro.
🥰❤️🐶🍣🍣🍣
We would highly recommend this place. I’ll come back for sure!",5,2023-10-29T21:22:54Z,7 months ago
ChIJ7TjA-1fbfkcRBJTn2FE_v9E,"Great food and great staff!
The service is quick and efficient .
The taste is excellent and dishes are very well presented .

what I love the most about this place is the balance between the rice and the other ingredients ( right amount of rice, no sugar in the rice and the thickness of the fish slices).

A must try are the crystal dumpling .

Also the decorations and the ambience is curated.

Well done to the waiting team and to the kitchen team!

Update to the review after a year:

They changed their menu and now they have new dishes that are extremely tasty and delicious. They also improved the ordering system so that you can order through your phone .",5,2023-11-07T09:13:15Z,6 months ago
ChIJ7TjA-1fbfkcRBJTn2FE_v9E,"Delicious and about 32 € per person in all you can eat, including water and dessert.",5,2024-04-02T17:41:43Z,2 months ago
ChIJ7TjA-1fbfkcRBJTn2FE_v9E,"The BEST traditional Sushi AYCE in via dei Colli ever.
#EmptyPlateReviews",5,2021-10-07T21:12:14Z,2 years ago
ChIJ7TjA-1fbfkcRBJTn2FE_v9E,"They are so nice staff, yesterday I went to order & told the girl that the last time they gave me a mistaken order just to be careful this time but she offered me part of my order fo free as an apology of what happened
Really nice & good quality sushi
Definitely will order from them more & more",5,2021-09-24T07:14:37Z,2 years ago
ChIJf3QTVOvFfkcRd3uwKLiZg7Y,"My burger was ok but my friend's pulled pork had  hardly any meat.. despite the menu stating that potato chips  came with the burgers,  we both got vegetables. When I asked for the potatoes I was charged an extra €5. Other portions were pretty small.
Not going back",2,2024-03-02T21:45:44Z,3 months ago
ChIJf3QTVOvFfkcRd3uwKLiZg7Y,"Two grills for two people each. Abundant and tasty. Pan at the table which, however, keeps the dish warm for too short a time. Delicious bread; not common for these areas.
Small, pleasant place, but with seats that are poorly protected from the cold outside. The entrance door does not screen properly. It freezes as soon as it opens. Poorly sized tables: small for 4 people, in contrast with rather large passage spaces. Retro/modern style furnishings and decorations. Restyling of what in the past was perhaps already a place open to the public. Bathrooms with some adjustments....to be reviewed. The external space is interesting: certainly pleasant to live in during the summer months. Free parking on the street. Easy access even for wheelchairs. Friendly staff who, however, prefer that you choose via QR code or, at worst, via paper menu. Much appreciated. Not everyone takes into account the age of the customers and their lack of desire to use their cell phones even to eat!",3,2024-03-26T17:18:34Z,2 months ago
ChIJf3QTVOvFfkcRd3uwKLiZg7Y,"Modern place, recently opened. Absolutely recommended. I tried the really good burger with quality ingredients, the beers were also good. Located in a quiet area with the possibility of parking.",5,2024-03-02T21:03:04Z,3 months ago
ChIJf3QTVOvFfkcRd3uwKLiZg7Y,"Ate very well.
Price from trattoria for lunch.
Friendly and fast service.
Advised.",5,2024-05-23T16:41:10Z,a week ago
ChIJf3QTVOvFfkcRd3uwKLiZg7Y,"As for my personal experience, I found the staff in the room friendly, nothing to say.
I would just like to make a note on the straecca I ate. It was quite hard, and not as soft as it should be..
Then once the food was brought to the table, no one came to ask us if we wanted anything else, like another beer or a coffee.
They have abandoned us a bit.",3,2024-03-14T13:51:58Z,2 months ago
ChIJsVU1XqnafkcRoX1UdAIW_as,Top,4,2022-07-09T18:52:14Z,a year ago
ChIJsVU1XqnafkcRoX1UdAIW_as,Top Silvia and  family,5,2021-02-15T13:09:34Z,3 years ago
ChIJsVU1XqnafkcRoX1UdAIW_as,"My experience at this place was extremely pleasant. It is located in a quiet area and the welcome I received was very familiar. I particularly appreciated the quality of the food, the pasta was really good and the cappuccino was delicious.

I highly recommend visiting this place and taking advantage of the welcoming atmosphere. You don't have to have great expectations, but just enjoy the place with simplicity and let yourself be amazed.",5,2023-08-06T06:42:33Z,10 months ago
ChIJsVU1XqnafkcRoX1UdAIW_as,Bar well stocked with excellent croissants in the morning and tasty dishes with different varieties for lunch. Excellent for those who want to take a break from work. Courteous staff and fast service.,4,2023-10-15T10:11:31Z,7 months ago
ChIJsVU1XqnafkcRoX1UdAIW_as,"For years, I've stopped by every now and then just for a quick coffee: ALWAYS very kind, professional, friendly and helpful... as if I were a regular customer: Highly recommended!",5,2023-02-22T23:19:30Z,a year ago
ChIJQTMTEnHafkcR83QI9EG1Wzk,Good,5,2019-09-28T16:14:09Z,4 years ago
ChIJQTMTEnHafkcR83QI9EG1Wzk,Good 🥐and coffee. Clean and quiet place. Also excellent for an aperitif.,4,2024-04-09T04:09:33Z,a month ago
ChIJQTMTEnHafkcR83QI9EG1Wzk,"Nice environment, the lady who was at the counter was exquisitely kind, the Macchiatone I bought was very good, as was the mini pastry, crumbly and soft. There are tables outside, very very nice, I recommend",5,2023-11-02T05:21:33Z,7 months ago
ChIJQTMTEnHafkcR83QI9EG1Wzk,Excellent for snacks and breakfasts recommended.,5,2023-03-01T11:02:36Z,a year ago
ChIJQTMTEnHafkcR83QI9EG1Wzk,Place where you can taste many good things. Advised,5,2023-06-08T17:05:15Z,11 months ago
ChIJ1V20P5HZfkcR8Cvf1li6V8Q,"Superb, beautiful bar with very friendly staff. Everything is delicious, from coffee to sandwiches, from croissants to sandwiches... there's something for all tastes. The girls are very nice and I recommend it especially for families. 10+! Thanks again to all the staff..my favorite bar 🤗",5,2021-11-12T11:06:45Z,2 years ago
ChIJ1V20P5HZfkcR8Cvf1li6V8Q,"Very quick, wide choice of sandwiches (with particular flavours), sandwiches and a nice corner of sweets for breakfast. It offers flavored coffees and juicers",5,2023-05-11T13:19:45Z,a year ago
ChIJ1V20P5HZfkcR8Cvf1li6V8Q,"Young bar, impeccable service and very kind staff....
Very good brioches and excellent coffee shop. A regular stop when I'm in those parts... A very pleasant break",5,2022-04-26T16:26:11Z,2 years ago
ChIJ1V20P5HZfkcR8Cvf1li6V8Q,"A nice breakfast with croissants for all tastes, cappuccino and a good organic milk from Soligo which when taken white looks like freshly milked milk, flavors that modern society barely knows.... Atmosphere of composed and satisfied customers with efficient and very courteous staff",4,2022-04-24T10:00:29Z,2 years ago
ChIJ1V20P5HZfkcR8Cvf1li6V8Q,"Top staff, delicious sandwiches and food! delicious spritz! I'll be back thanks again!",5,2024-04-01T12:52:24Z,2 months ago
ChIJyeqWM0TafkcR86G_L77oiAI,"A traditional family run  restaurant services classic local Italian cuisine. No fancy design but  homey and comfortable. Price is very reasonable and affordable. The owners are very passionate,  treat customers with courtesy and good humor.  Their pollo al fono and Bigoli Ragú are excellent. We will definitely come back if we are in home.",4,2024-01-20T20:52:09Z,4 months ago
ChIJyeqWM0TafkcR86G_L77oiAI,"Went with a group of parents and students as part of celebrations for graduation. The waiter (possibly owner reading other reviews) came out to take orders and seemed to be perfecting his rude to customers ‘comedy’  routine until he was no longer funny (he wasn’t in the first place). However when he shouted at me for trying to order a meal, in the wrong order, according to him,  (though he was directly asking me what I wanted) while saying to others ‘she doesn’t speak the language’, he went a step too far. I don’t speak Italian but I can manage to order in Italian and have been doing so for the last two years while visiting my son there. He tried to embarrass me on purpose and that’s just not acceptable. He then expected me to order food with him but I refused, so I can’t really comment on the food but the service was shocking.
From what I could tell from others, the food was fine but not up to where we’d had lunch and eaten the evening before.",1,2023-12-02T12:46:56Z,6 months ago
ChIJyeqWM0TafkcR86G_L77oiAI,"Cute typical Italian restaurant serving delicious food. Service was great and I don't understand why this has such a low rating, it was impeccable!",5,2023-12-11T21:06:54Z,5 months ago
ChIJyeqWM0TafkcR86G_L77oiAI,"The trattoria does a lunch fixed menu and the prices are on the website as well on flyers outside the place, but they ripped us off and charged us €4 more… the food was simple and basic. We were not given a basket of bread but all the other tables were given this… we had to ask for glasses for our wine. No olive oil at the table and none was brought, through… so we had to use a ‘piquant’ oil to mix my salad. We had reserved a table but it wasn’t booked and they stuck us at a corner table next to the kitchen passageway even when we protested.",2,2023-05-31T17:06:12Z,a year ago
ChIJyeqWM0TafkcR86G_L77oiAI,Nice place for a quick lunch. Only a small selection of vegetarian dishes.,3,2019-05-12T21:06:07Z,5 years ago
ChIJjzEJnDLFfkcRH_KYua9p0Fs,"50 min waiting for a lunch, employees under pressure not a nice atmosphere. I felt sorry for the waitresses who have to serve so many people. We order food….we recieve different ( it took a long time, so they sold out of us). Closed women's toilets and only men's toilets available.",1,2024-05-10T12:43:57Z,3 weeks ago
ChIJjzEJnDLFfkcRH_KYua9p0Fs,Ok,4,2022-08-07T15:09:35Z,a year ago
ChIJjzEJnDLFfkcRH_KYua9p0Fs,Spunciotti super,5,2019-01-10T22:46:28Z,5 years ago
ChIJjzEJnDLFfkcRH_KYua9p0Fs,"Osteria always crowded and without parking space. The menu is fixed price, the food is reasonably good. One thing I didn't understand is how they charge prices. Complete menu at 2.00 pm and second side dish at 12.00. We paid €24.00 for 2 main courses and 2 side dishes. The cashier didn't give me any explanations about it.",3,2024-03-14T20:47:08Z,2 months ago
ChIJjzEJnDLFfkcRH_KYua9p0Fs,"Typical Hosteria trattoria where you can eat reasonably well.
Fixed menu for lunch at 14.00 euros.",4,2024-03-18T13:05:50Z,2 months ago
ChIJT7iD_0_afkcR_q-VVg3OgaM,"There's a huge selection of wine and delicious small sandwiches for every taste, local people call them cicchetti. I ate some and I like them all. I wish the wine was served colder.
The atmosphere is friendly, the service is rather fast.",5,2024-01-24T11:29:20Z,4 months ago
ChIJT7iD_0_afkcR_q-VVg3OgaM,"Great cichetti & polpette, organic wines & very kind staff - fantastic experience in Padova :)",5,2023-12-28T14:31:54Z,5 months ago
ChIJT7iD_0_afkcR_q-VVg3OgaM,"Best cicchetti, friendly staff, quality Aperol Spritz.",5,2024-05-30T18:15:21Z,in the last week
ChIJT7iD_0_afkcR_q-VVg3OgaM,"Small place where the reservation is recommended if you prefer to stay inside, otherwise there are some places outsized where you cannot sit but you can stay there drinking.
Huge choices of wines, and of cicchetti. The ones we ate were amazing. Almost everithing comes with bread, so it is not a great gluten free places, but there are some vegetarian ones.",5,2023-02-19T21:01:15Z,a year ago
ChIJT7iD_0_afkcR_q-VVg3OgaM,Love this place! Great finger foods. Super wine. Great cocktails and friendly staff. A must visit spot in town!,5,2023-11-19T19:53:29Z,6 months ago
ChIJXfkbLcvbfkcRc2C7g29Hfig,"I would wholeheartedly recommend Ristorante Dahlak. I felt like going to my grandma's place - the atmosphere was cosy and the food was magnificient. It was my first time eating Eritrean food and would definitely love to eat it again. The last, but not the least - the owner makes you feel as if you were in your home: he explained us each dish and suggested what might be the best.

I am looking forward to coming to Dahlak again when I visit Padova.

👏🏻👏🏻👏🏻 for Dahlak!",5,2024-01-06T10:36:06Z,4 months ago
ChIJXfkbLcvbfkcRc2C7g29Hfig,"I wouldn't recommend anyone specifically with an experience of visiting habeshan restaurants. First of all, as a habeshan native, the ""shiro"" was undercooked and tasteless. The chicken was a bare bone with no habeshan taste. The so-called Buffalo stew was a little bit better than any of the foods served. Since the ""injera"" is made from wheat flour rather than the original teff grain, it's not gluten-free advertisement is a joke. Plus, price,€20, it's not worth it at all.",2,2024-01-14T19:54:10Z,4 months ago
ChIJXfkbLcvbfkcRc2C7g29Hfig,"We arrived at 8 and COVID passes checked and sat down with ease , we were given water and drinks almost immediately while we were choosing from the menu and then the owner came over, explained everything to the table and we were right to trust his instincts, he recommended that we choose a selection of meat and vegetarian dishes and the 4 of us shared everything in the middle of the table and we ate with our hands ripping pieces of the typical bread it's served with and scooping up what we wanted, he said that they also had zebra and antelope so we tried that too ! Great suggestion.

Overall 4 very happy and (full) people, the usual cover charge and drinks ,water, 1 and a 1/2 L of red wine. Came to €90.
Great value for money and I would recommend to others if they want something completely different.",5,2022-01-23T07:15:54Z,2 years ago
ChIJXfkbLcvbfkcRc2C7g29Hfig,"Whenever I come back to Padua, I try to get the time for a dinner here. The food is delicious and the owner is very friendly. It geniunely feels like dining at a friend's house! Can't recommend it more.",5,2022-12-24T16:31:09Z,a year ago
ChIJXfkbLcvbfkcRc2C7g29Hfig,"A pleasant discovery. The food is good and everything is tastier when you eat with your hands 😩👌
The owner is very kind and willing to give a brief description of their cuisine

Many vegetarian options 🌿

Totally recommended. 5/5 ⭐",5,2021-08-23T18:42:10Z,2 years ago
ChIJX3sEUI7ZfkcRjl33IT3_AEw,Good kebab..,5,2022-03-11T18:47:30Z,2 years ago
ChIJX3sEUI7ZfkcRjl33IT3_AEw,good,4,2021-07-26T11:12:57Z,2 years ago
ChIJX3sEUI7ZfkcRjl33IT3_AEw,Top,5,2019-01-30T05:30:47Z,5 years ago
ChIJX3sEUI7ZfkcRjl33IT3_AEw,Super,5,2021-08-06T21:30:47Z,2 years ago
ChIJX3sEUI7ZfkcRjl33IT3_AEw,"I found a bug in the kebab. I hope it's just a careless mistake and not a habit of neglecting hygiene and quality products. Unacceptable, it's my first time going. I will not return.",1,2023-11-28T21:14:44Z,6 months ago
ChIJaVmwUOLEfkcRd25I5y-EV7c,"Ok for breakfast but especially for a quick lunch. For breakfast the brioches are very good, you can choose from at least ten varieties. At lunch I was positively surprised by the presence of at least 3/4 first courses, some second courses, single mixed dishes of cooked vegetables together with cheeses and/or cold cuts, vegetables, sandwiches, toast, focaccias etc. In short, you can certainly find something you want to eat. The quality of the food is good. The staff is courteous and sanitizes and respects the covid rules in terms of mask distancing and sanitization of tables. Restaurant tickets also accept non-paper ones. Advised. Average prices.",4,2020-10-08T18:07:00Z,3 years ago
ChIJaVmwUOLEfkcRd25I5y-EV7c,"I often go there on my lunch break. It offers sandwiches, first and second courses, salads and sandwiches for lunch.
Brioche and coffee for breakfast.
All very good with excellent quality ingredients. Very courteous, smiling and helpful staff. Highly recommended for a quick lunch but always with quality.",5,2019-02-10T10:19:19Z,5 years ago
ChIJaVmwUOLEfkcRd25I5y-EV7c,"If you stop at lunch time, you will find first and/or second courses already plated and freshly prepared, always different and always delicious. Very friendly staff. For those who have little time for their lunch break and appreciate quality ingredients...",5,2019-02-03T16:37:47Z,5 years ago
ChIJaVmwUOLEfkcRd25I5y-EV7c,"At lunch, speed and organized service make this bar excellent for a business lunch or snack. Clean. Friendly and helpful staff",4,2019-03-26T22:02:49Z,5 years ago
ChIJaVmwUOLEfkcRd25I5y-EV7c,Ideal for a quick lunch; good sandwiches and coffee. Good service with friendly staff,4,2019-11-20T14:35:45Z,4 years ago
ChIJ0QadNG_bfkcRxZnUdzwsgzk,"Historic place, ""Da Nani"" but excellent for spritz and tramezzo. At great speed, though. Nice and courteous managers. Excellent food.",1,2024-04-06T00:03:15Z,a month ago
ChIJ0QadNG_bfkcRxZnUdzwsgzk,"This bar is also an Amazon Counter. I went to pick up an Amazon purchase but I didn't make any purchases.
It's not easy to find parking but they're quick.",4,2023-08-26T11:02:33Z,9 months ago
ChIJ0QadNG_bfkcRxZnUdzwsgzk,"Cozy, like drinking coffee at home. The bartenders are always very friendly and cheerful, ready to listen to any of your requests, even the most banal ones. There is always room to sit both inside and outside despite it being a very busy place. Above it there is a ""street art"" themed billiard room where you can have fun with friends. Highly recommended for those like me who love to be treated well when asking for a simple coffee and a chat at a bar.",5,2019-06-30T23:43:34Z,4 years ago
ChIJ0QadNG_bfkcRxZnUdzwsgzk,"It's a Chinese bar that took over from a restaurant. There is no kitchen, the dining room has been transformed into a TV room and they play cards at the tables. The only thing is that the price of the sprizt is 2 euros instead of the usual 2.5. Thank goodness because the bar is quite sad",2,2018-04-25T10:52:08Z,6 years ago
ChIJ0QadNG_bfkcRxZnUdzwsgzk,"Bar run by Chinese, there is no parking, it is frequented by customers mostly from the neighborhood and as they get older they meet up to play cards. It has a small outdoor space with tables and chairs. Not recommended",2,2018-05-14T16:42:02Z,6 years ago
ChIJz6bUPfrZfkcRonAKUpt-TQ4,"Very friendly staff, food is good both Pizza and Pasta. Fair prices. Will come back",4,2022-07-26T14:51:42Z,a year ago
ChIJz6bUPfrZfkcRonAKUpt-TQ4,"Excellent food, friendly personnel and great prices. I ordered a huge, tasty plate of salad for 8 euros.",5,2016-02-28T15:48:34Z,8 years ago
ChIJz6bUPfrZfkcRonAKUpt-TQ4,Great pizzas and the best fried fish I have ever eaten!,5,2018-11-11T21:21:51Z,5 years ago
ChIJz6bUPfrZfkcRonAKUpt-TQ4,One of my favourite pizza places,5,2019-01-05T12:52:05Z,5 years ago
ChIJz6bUPfrZfkcRonAKUpt-TQ4,Pizza extra super,5,2018-03-13T05:24:37Z,6 years ago
ChIJscwimbzbfkcRAcJSXrAFVns,"All in all passable Chinese management she kind he serious, in this bar I really appreciate that there are still board games like in the past card games good croissants",4,2024-05-23T11:32:52Z,a week ago
ChIJscwimbzbfkcRAcJSXrAFVns,Excellent breakfast.....,5,2024-03-31T07:57:55Z,2 months ago
ChIJscwimbzbfkcRAcJSXrAFVns,"They said maybe my taste is compromised but why 5 minutes later did the Campari taste as expected???? Anyway, kind",3,2019-03-16T11:49:25Z,5 years ago
ChIJscwimbzbfkcRAcJSXrAFVns,I'd have the place do a little check,2,2023-01-28T07:56:54Z,a year ago
ChIJscwimbzbfkcRAcJSXrAFVns,"Everything is well organised, the entrance and exit measures the temperature and the chairs are well arranged, each one has the gelmani.excellent",5,2020-12-22T14:11:58Z,3 years ago
ChIJcbpc33vafkcRdMssd13N6lo,Very nice and cozy pub for relaxing and sweet evenings. Works from 19:00 to 02:00 Mon-Sat and 01:00 Sun,5,2019-03-12T08:55:35Z,5 years ago
ChIJcbpc33vafkcRdMssd13N6lo,Lovely and cozy place.,5,2023-11-13T23:48:02Z,6 months ago
ChIJcbpc33vafkcRdMssd13N6lo,"Good quality of beers and pretty ambient, it's an optimal place to chill out.",4,2018-07-15T10:18:21Z,5 years ago
ChIJcbpc33vafkcRdMssd13N6lo,I'm in love with this place. If they only had some better music then would be paradise 😂,5,2017-12-10T01:30:25Z,6 years ago
ChIJcbpc33vafkcRdMssd13N6lo,Cute pub with board games and burgers,5,2020-02-02T21:23:00Z,4 years ago
ChIJRWjKsWXafkcR4Up98JcMNAE,"I ordered some pizza today but that food was cool and not properly cooked as well…
Overall disappointing 😡",1,2024-02-04T21:55:53Z,3 months ago
ChIJRWjKsWXafkcR4Up98JcMNAE,"It is small place that only offers take away. It has good quality with respect to what it costs.
And it is delicious.

Review: I think the owner has changed or some other major thing, now it is not any different to any other kebab shop, arguably worse than some. 😩",1,2024-01-09T21:01:44Z,4 months ago
ChIJRWjKsWXafkcR4Up98JcMNAE,Banging food and cheap as chips. Got pizza and it was top top top notch- saved me from awful hotel food,5,2024-04-03T15:19:42Z,a month ago
ChIJRWjKsWXafkcR4Up98JcMNAE,"Today I ordered double hamburger from this place and I waited so long to be served. Just few seconds after I ate the first bite I saw an ""insect"" in the bread, I just took it and showed it to one of the workers there and he just took it without apologizing and said he will prepare another one (as if it's so normal and nothing happened). I left the place and no one of them apologized for this... not even a small sorry !  Honestly I give a big flop for the service, so disappointed ...",1,2022-06-11T01:15:14Z,a year ago
ChIJRWjKsWXafkcR4Up98JcMNAE,"The food taste good,smell well...best kebab in town....",5,2020-11-12T19:25:13Z,3 years ago
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,"Very hip bar and cafe with good price, located near the canal and a very nice walking road. Prices are very reasonable, the drinks are very good and come with tasty snacks. The place offers outside seating with a very nice view to river and bridge. Nice and polite staff",5,2024-03-02T20:33:19Z,3 months ago
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,Nice vibe in the evening. Mostly full of people.,5,2023-08-13T21:32:03Z,9 months ago
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,Great place to have a sip&chat with your friends alongside with the river. The circulation and service is very fast with all the crowdedness in the place. Also we weren't expecting the side foods that came with our spritz. All tasty!,5,2023-03-28T22:24:13Z,a year ago
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,"It was sad that we didn’t got the chance to sit (even there were more than free 6 tables), because the lady told us, we can not have a coffee. I mean you have a lot of space for people, who want to have lunch & do not care about anyone else.
Very bad service!",1,2023-06-07T11:08:47Z,12 months ago
ChIJ8Sf9xKTbfkcRKm6E4G2rl3g,Cool place to be by the river. Few tables when it's aperitivo time. There is a place to leave bicycles. The aperitivo comes with cicchetti.,4,2021-10-03T03:30:22Z,2 years ago
ChIJqfLfnLTEfkcR4eHTfCrNAD4,"Excellent sandwiches, but the pizzas are no joke either!!! Very welcoming place, with very exhaustive staff! The vast variety of the menu always makes the choice difficult, but ""forces"" you to return to try the rest!
Advised!!",5,2023-11-12T01:03:52Z,6 months ago
ChIJqfLfnLTEfkcR4eHTfCrNAD4,"First of all I must say that the place is very large and there were a lot of people, therefore the review will seem more logical. We were a company of about 20 people. We waited more than an hour for the food, but it is justifiable with the numerous customers present and in any case all the dishes arrived together and it is not easy in a large table, so congratulations. The drink, however, always arrived promptly and quickly. Good food, friendly and youthful service. Adequate price. Dirty bathrooms. Parking nearby. All in all I would happily recommend it.",4,2023-12-04T17:36:59Z,6 months ago
ChIJqfLfnLTEfkcR4eHTfCrNAD4,"beautiful venue and impeccable service from the beautiful girls who work there.
I had a Neapolitan pizza which, when I cut the crust, gave off a special scent of dough and after eating it I felt hungry again when I saw the dishes arriving at the nearby tables.
the selection of beers to accompany is vast.

I would say the account is in line with the offer.",5,2023-11-25T21:01:57Z,6 months ago
ChIJqfLfnLTEfkcR4eHTfCrNAD4,"Not recommended on Friday, Saturday and Sunday, pizzas served cold, speed of service is a strong point.",3,2023-12-02T00:06:17Z,6 months ago
ChIJqfLfnLTEfkcR4eHTfCrNAD4,"Excellent quality sandwiches, super stuffed and very tasty",4,2023-04-26T17:48:11Z,a year ago
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,The staff in the hotel is very friendly. Animation team is amazing!,5,2022-07-22T17:58:30Z,a year ago
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,Thank you for letting tired hitch-hikers camp for one night!,5,2022-08-19T19:20:41Z,a year ago
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,"Very spacious place, located near the Euganeo stadium.
In the summer they hold events with music and/or games to have fun with friends.
Everything served is of good quality at a great price.

Drop by if you can, I recommend it",4,2024-03-06T10:15:59Z,2 months ago
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,"Excellent for smart working. Perhaps one of the most suitable places in Padua
Maybe the cicchetti were a little sacrificed... But overall super 👍",5,2024-04-02T11:55:21Z,2 months ago
ChIJnXkkdhLZfkcRu1ZlGQBV0rI,"Friendly, helpful and welcoming staff. Wonderful location! Definitely coming back soon 😉",5,2024-04-20T17:51:21Z,a month ago
ChIJ3YDvG37afkcRck0kSQbg07k,"Lovely pizza and finish with a grappa, a good bit of drama pouring it out",4,2024-04-24T07:07:47Z,a month ago
ChIJ3YDvG37afkcRck0kSQbg07k,"affable and friendly service! also gluten-free products.
we will definitely be back, your pizza has won us over. thank you, grazie",5,2020-10-21T07:09:38Z,3 years ago
ChIJ3YDvG37afkcRck0kSQbg07k,Very good Black pizza - never tried it before - but Amazing !! Hald a litre red Wine - good but too hot .. but would come back,4,2019-07-09T18:27:48Z,4 years ago
ChIJ3YDvG37afkcRck0kSQbg07k,If you are looking for gluten free pizza and much more then this is a lovely local welcoming place,5,2018-08-21T22:27:02Z,5 years ago
ChIJ3YDvG37afkcRck0kSQbg07k,The best pizza in the area!! A large selection of tastes and doughs.,4,2017-08-22T22:33:56Z,6 years ago
ChIJQSilT7XafkcRnM8jY3WcbVY,Top!,5,2023-12-11T14:20:55Z,5 months ago
ChIJQSilT7XafkcRnM8jY3WcbVY,👍👍,5,2021-03-31T10:14:00Z,3 years ago
ChIJQSilT7XafkcRnM8jY3WcbVY,"We had a great time! This newly managed bar-restaurant is a real surprise, we ate very well, a varied menu, among other things a 4-star risotto and exquisite desserts all prepared by the talented chef himself, the staff is very kind and quick in service. We really recommend it!!!",5,2024-01-07T05:38:01Z,4 months ago
ChIJQSilT7XafkcRnM8jY3WcbVY,"Comfortable environment, ideal for lunch breaks as it is close to the industrial area of ​​Padova Uno",4,2024-04-16T07:11:51Z,a month ago
ChIJQSilT7XafkcRnM8jY3WcbVY,"Excellent food and varied menu. The girl in the dining room was very good, attentive and courteous like the owners.",5,2024-03-02T23:00:22Z,3 months ago
ChIJkZS-xa_bfkcRhBo4F7WSn5A,"Lovely place 🥰 Starting from the decoration (tables inside and outside), to the calm music (which is not easy to find in a bar in Padova) at the right volume and the food. Went for late brealfast and had an espresso, a cappuccino, a tramezzini (super good) and a toast (cheese and jam). The only negative point is that you have to order and bring your own food to your table. Green pass is mandatory for the inside tables.",5,2022-01-29T23:46:06Z,2 years ago
ChIJkZS-xa_bfkcRhBo4F7WSn5A,"Nice bar with decent beer, wine and food.",5,2021-11-06T17:46:21Z,2 years ago
ChIJkZS-xa_bfkcRhBo4F7WSn5A,Do u Wanna have some fun? this is the right placee!!,5,2021-12-05T02:50:58Z,2 years ago
ChIJkZS-xa_bfkcRhBo4F7WSn5A,Great 👍!,4,2022-05-11T16:36:33Z,2 years ago
ChIJkZS-xa_bfkcRhBo4F7WSn5A,,4,2024-05-25T13:25:35Z,a week ago
ChIJk9yuq0zbfkcRpQQKZ4glq1A,"To access the bar there is a pavement which could be improved, but inside it is comfortable, clean, the ""hosts"" are kind and discreet. Excellent for a Spritz served with plenty of ""garnishes"" and affordable prices.",4,2020-11-10T08:19:44Z,3 years ago
ChIJk9yuq0zbfkcRpQQKZ4glq1A,"""Very historic"" Paduan bar, led well by Luca. Excellent sandwiches and sandwiches. Highly recommended.",5,2019-04-28T13:10:24Z,5 years ago
ChIJk9yuq0zbfkcRpQQKZ4glq1A,"A great, well-run lounge bar! Highly recommended!!",5,2019-06-20T20:11:30Z,4 years ago
