place_id,name,text.text,rating,publishTime,relativePublishTimeDescription
ChIJ3QzdNFDafkcRBrO_ywlNWs4,places/ChIJ3QzdNFDafkcRBrO_ywlNWs4/reviews/ChZDSUhNMG9nS0VJQ0FnSUM5NTctdlRBEAE,"Great location but the rooms are so outdated. Everything in the room is simply outdated, a potpourri of stuff put together in a room as in a thrift shop. We must stop thinking that because we are in Italy we can charge a lot and give rooms that have never been refurnished. Poor quality buffet too.",2,2024-03-10T20:15:33Z,2 months ago
ChIJtSDfulHafkcRXqCEUnZKrN0,places/ChIJtSDfulHafkcRXqCEUnZKrN0/reviews/ChZDSUhNMG9nS0VJQ0FnSUNqd096ZUJREAE,"Lovely place. They offer you an English menu, and it has a clear vegan and vegetarian section.

The food was good, maybe it lacked a bit of taste, but the textures were spot on.",5,2024-04-16T14:32:20Z,a month ago
ChIJtSDfulHafkcRXqCEUnZKrN0,places/ChIJtSDfulHafkcRXqCEUnZKrN0/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwNFpUMTRnRRAB,"Great service. The waiters would give up their whole life just so you could order. For comparison in my country (Slovakia) let's say you are not sure what you would get in a restaurant and you ask them a question regarding the menu thats written on a sign in front of the restaurant. The response from the waiter would be something along the lines of ""I don't have time for this, we have it written on the sign *pointing at the sign*"" while here in Italy and especially in this restaurant they literally brought the sign to me so I could see the menu better. And it's not just that. They are very polite, understand English very well and also have menu's in like 5 languages. German, British, Espanol, and some others I don't quite recall.

The food was amazing! Great price for what you get. I would even say that it's one of the cheaper ones. But don't let that fool you. The food is truly mouth-watering.

We've been here two times, and both of the times, it was a pleasure experience. The staff even asked us if we were enjoying our trip and told us to enjoy Italy. Also, I forgot to mention that here you don't pay the standard price for the table, silverware, and glasses. I don't recall how it is called in Italian, but I think it was something along the lines of ""crosceto"".",5,2023-08-05T09:10:39Z,9 months ago
ChIJtSDfulHafkcRXqCEUnZKrN0,places/ChIJtSDfulHafkcRXqCEUnZKrN0/reviews/ChZDSUhNMG9nS0VJQ0FnSUNqenRIdENBEAE,"Hands down one of the BEST PIZZA I ever had! The place can get busy so don’t expect chit-chat, but totally worth it! Thank you for this culinary experience! 🙌🏻",5,2024-04-21T17:19:43Z,4 weeks ago
ChIJtSDfulHafkcRXqCEUnZKrN0,places/ChIJtSDfulHafkcRXqCEUnZKrN0/reviews/ChdDSUhNMG9nS0VJQ0FnSUNUcWFLQmxBRRAB,We had a lovely dinner at Otium. The food was delicious and the service was wonderful. Special thanks to Alesia and Gianlucca for making this a great experience. Highly recommended!,5,2024-05-16T11:36:50Z,in the last week
ChIJtSDfulHafkcRXqCEUnZKrN0,places/ChIJtSDfulHafkcRXqCEUnZKrN0/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ5dzU2OGl3RRAB,"Amazing burgers but be careful you may explode! Had the il Marchigiano burger and could not eat the fries it was so big.
Stefania was our server and was so happy all the time, it was a privilege to be her customers!",5,2024-03-20T12:56:16Z,2 months ago
ChIJuQSdGbPbfkcRWagk-0DjIIg,places/ChIJuQSdGbPbfkcRWagk-0DjIIg/reviews/ChdDSUhNMG9nS0VJQ0FnSURqanUzVi1RRRAB,Excellent food and great wine!,5,2024-05-03T06:32:29Z,2 weeks ago
ChIJuQSdGbPbfkcRWagk-0DjIIg,places/ChIJuQSdGbPbfkcRWagk-0DjIIg/reviews/ChdDSUhNMG9nS0VJQ0FnSUNVeDZ6VjFnRRAB,Bar garden city wasa very good experience. The owner  is very helpful  and polite. And so is the staff. It waspleasant sitting outside and having a cold coffee. . Do try other drinks as well,5,2019-08-06T21:59:09Z,4 years ago
ChIJuQSdGbPbfkcRWagk-0DjIIg,places/ChIJuQSdGbPbfkcRWagk-0DjIIg/reviews/ChdDSUhNMG9nS0VJQ0FnSURncjZpSnlnRRAB,Fantastic food and great wine. Limonochelli was the icing on the cake,5,2018-06-05T15:05:17Z,5 years ago
ChIJuQSdGbPbfkcRWagk-0DjIIg,places/ChIJuQSdGbPbfkcRWagk-0DjIIg/reviews/ChZDSUhNMG9nS0VJQ0FnSUNndVlQMlRnEAE,Very nice place away from the centre and all the tourists.,5,2018-01-14T12:14:34Z,6 years ago
ChIJuQSdGbPbfkcRWagk-0DjIIg,places/ChIJuQSdGbPbfkcRWagk-0DjIIg/reviews/ChZDSUhNMG9nS0VJQ0FnSUNoc0lMZUdnEAE,Great coffee place,5,2023-02-03T09:33:17Z,a year ago
ChIJez3mtJLbfkcRkFmBI3AbBgo,places/ChIJez3mtJLbfkcRkFmBI3AbBgo/reviews/ChZDSUhNMG9nS0VJQ0FnSUM1NTVpRkh3EAE,"The classic KFC you like, this place is convenient due to the fact that it is next to the station and allows you to eat your favorite fast-food! I recommend you go there but you probably already know how good it is 🫣",5,2023-10-17T16:54:50Z,7 months ago
ChIJez3mtJLbfkcRkFmBI3AbBgo,places/ChIJez3mtJLbfkcRkFmBI3AbBgo/reviews/ChdDSUhNMG9nS0VJQ0FnSUQtcmNTajBBRRAB,"MOST DELICIOUS KFC in ITALY. QUALITY of CHICKEN HIGHER than AVERAGE. FAST SERVICE, CLEAN SPACE.
Unfortunately in a terrible location near the TRAIN STATION.
RECOMMEND for some GOOD JUICY FRIDER CHICKEN.",5,2023-05-19T22:08:45Z,a year ago
ChIJez3mtJLbfkcRkFmBI3AbBgo,places/ChIJez3mtJLbfkcRkFmBI3AbBgo/reviews/ChdDSUhNMG9nS0VJQ0FnSURacmNXM2hRRRAB,"Honestly if I wanted to share a real point. Atmosphere is not as cool as you may expect, kinda understandable since it is close to 🚉 and you see different people, they have shortage of chair and sometimes you have to wait either take your order out and find a place which around the shop is not available.

It's fairly clean but could be better.

In general, it's average and with some points, it's not cool enough with points. The staff are okay and the staff are nice. You have free refills if you like and that is all about.",4,2023-10-06T13:16:30Z,7 months ago
ChIJez3mtJLbfkcRkFmBI3AbBgo,places/ChIJez3mtJLbfkcRkFmBI3AbBgo/reviews/ChZDSUhNMG9nS0VJQ0FnSUQwak5XZlVBEAE,Good taste and quick service but only issue with toilet which requires ticket to open the gate. Just near the Padova station. Good preparation and unlimited refill of soft drinks!,4,2019-10-25T16:57:09Z,4 years ago
ChIJez3mtJLbfkcRkFmBI3AbBgo,places/ChIJez3mtJLbfkcRkFmBI3AbBgo/reviews/ChdDSUhNMG9nS0VJQ0FnSUNWZ0luOGl3RRAB,"The food is good but sometimes they give you some cold fries unfortunately
Staff are really good and helping",5,2023-12-04T20:25:12Z,5 months ago
ChIJIXkQY5_rgUcRXE1-C0FCeR0,places/ChIJIXkQY5_rgUcRXE1-C0FCeR0/reviews/ChdDSUhNMG9nS0VJQ0FnSURKeVlTS3ZRRRAB,"There is a new restaurant here called Old Wild West, it is not listed separately on the map, so i will write a review here. Good American style food, variety burgers, burritos, tacos. The french fries were too salty, but the rest of the food was nice, and whats most important for me, no ice in the cola, so you actually get what you pay for.",5,2023-07-19T12:46:30Z,10 months ago
ChIJIXkQY5_rgUcRXE1-C0FCeR0,places/ChIJIXkQY5_rgUcRXE1-C0FCeR0/reviews/ChZDSUhNMG9nS0VJQ0FnSURKMzdXeGVBEAE,"This review is for the Old Wild West restaurant on the upper-deck. The atmosphere in the restaurant is amazing as it makes you feel indulged in the Wild Wild West. The service is amazing, and the food is awesome. They offer American, Mexican, and Italian food. The price is reasonable.",5,2023-07-25T20:30:19Z,9 months ago
ChIJIXkQY5_rgUcRXE1-C0FCeR0,places/ChIJIXkQY5_rgUcRXE1-C0FCeR0/reviews/ChdDSUhNMG9nS0VJQ0FnSURqc3J1T193RRAB,So good!!! Best price and quality!!! Will come back again!,5,2024-05-01T12:00:19Z,2 weeks ago
ChIJIXkQY5_rgUcRXE1-C0FCeR0,places/ChIJIXkQY5_rgUcRXE1-C0FCeR0/reviews/ChdDSUhNMG9nS0VJQ0FnSUNqOXUySHh3RRAB,"The meat in smash burger has bad taste. I would recommend chicken buritto which is good.
Tables are not well cleaned , i understand it is Autogrill but waiters should check tissues ans forks if is well washed. And i really dont understand why they are serving a big mugs of beer on highway...",3,2024-04-21T13:16:29Z,4 weeks ago
ChIJIXkQY5_rgUcRXE1-C0FCeR0,places/ChIJIXkQY5_rgUcRXE1-C0FCeR0/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ5eXF1NUZBEAE,"Lousy service. The lady seemed angry with her job and unable to understand our simple request. Should hire better employees.
Nice bathroom!",3,2024-03-15T10:35:55Z,2 months ago
ChIJhx51N2_bfkcRhU5UA82pJqY,places/ChIJhx51N2_bfkcRhU5UA82pJqY/reviews/ChZDSUhNMG9nS0VJQ0FnSURoZ09fQkx3EAE,"New staff, kind and fast service, cozy atmosphere, beautiful neon signs, AMAZING INGREDIENTS, DELICIOUS PIZZA.
Only small negative (personal) the pizza it’s on the THIN TYPE.
RECOMMENDED.",4,2023-02-26T16:05:55Z,a year ago
ChIJhx51N2_bfkcRhU5UA82pJqY,places/ChIJhx51N2_bfkcRhU5UA82pJqY/reviews/ChZDSUhNMG9nS0VJQ0FnSURSbV83aFFBEAE,"Have been here 30 years ago when I was living in Padova.  The atmosphere was great, but the pizza was just OK. The atmosphere is still great, but the pizza is now really good. I enjoy very much dining here. If you are looking for something different and good food this is your best choice.",5,2023-06-28T16:23:07Z,10 months ago
ChIJhx51N2_bfkcRhU5UA82pJqY,places/ChIJhx51N2_bfkcRhU5UA82pJqY/reviews/ChdDSUhNMG9nS0VJQ0FnSUNBOFBYSl93RRAB,Great food. Pizza looked big but was light and delicious. Great wine choices too. Highly recommend. Also has its own car park (bonus),5,2017-09-25T18:05:06Z,6 years ago
ChIJhx51N2_bfkcRhU5UA82pJqY,places/ChIJhx51N2_bfkcRhU5UA82pJqY/reviews/ChZDSUhNMG9nS0VJQ0FnSUNlbTV2bkJREAE,"Amazing experience! The staff is so friendly and helpful, the pizzas were great and the wine 10/10.",5,2022-09-24T15:53:12Z,a year ago
ChIJhx51N2_bfkcRhU5UA82pJqY,places/ChIJhx51N2_bfkcRhU5UA82pJqY/reviews/ChZDSUhNMG9nS0VJQ0FnSUNKOWQycEx3EAE,"Very good pizza and the fast delivery to the door steps.
Recommend this for everyone",5,2023-07-02T08:15:29Z,10 months ago
ChIJ-y2_lD7afkcRfuWr-pW2IEU,places/ChIJ-y2_lD7afkcRfuWr-pW2IEU/reviews/ChdDSUhNMG9nS0VJQ0FnSUNUdUxYejlnRRAB,Great spot for cocktails and good food. Great atmosphere and vibe. Must see if in Padova.,5,2024-05-10T21:25:35Z,a week ago
ChIJ-y2_lD7afkcRfuWr-pW2IEU,places/ChIJ-y2_lD7afkcRfuWr-pW2IEU/reviews/ChZDSUhNMG9nS0VJQ0FnSURwdzlUbkxREAE,"Very cute bar, lots of drink options, including some unusual and creative ones. Friendly service. We'll be back!",5,2023-08-27T23:54:17Z,8 months ago
ChIJ-y2_lD7afkcRfuWr-pW2IEU,places/ChIJ-y2_lD7afkcRfuWr-pW2IEU/reviews/ChdDSUhNMG9nS0VJQ0FnSUNkck1pUG53RRAB,spritz bamboo 5€,4,2024-02-13T09:58:39Z,3 months ago
ChIJ-y2_lD7afkcRfuWr-pW2IEU,places/ChIJ-y2_lD7afkcRfuWr-pW2IEU/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2OVlEZXRnRRAB,"Good place to watch games because it has screens inside and outside with tables also. Inside it has a futbol decoration and colorful tables and chairs. Looks nice. Outside there are tall and short chairs. The drinks are nice and the service is fast enough. They also offer things to eat, like different types of cicchetti or polpetti. I think I'll go for a next time.",4,2021-10-06T22:23:25Z,2 years ago
ChIJ-y2_lD7afkcRfuWr-pW2IEU,places/ChIJ-y2_lD7afkcRfuWr-pW2IEU/reviews/ChZDSUhNMG9nS0VJQ0FnSURLdUx5MEdREAE,great food! great service! Amazing place!,5,2022-05-02T14:17:58Z,2 years ago
ChIJ2x4rCOzafkcRLZ0HUZrw_SE,places/ChIJ2x4rCOzafkcRLZ0HUZrw_SE/reviews/ChdDSUhNMG9nS0VJQ0FnSUNzNU16am5RRRAB,"First is really hard to find where is the entrance, we have to turn the street twice just to park somewhere else because we couldn’t find it, the second floor is dirty. Tables are not clean and the ceiling needs repair, the girl that prepares the sandwiches don’t wear gloves. I saw how she put the lettuce with the same hands she took a towel to clean the counter. Also fries are over fried and hard to eat. I think manager should check on this place because is really disorganized!",2,2020-01-22T18:10:23Z,4 years ago
ChIJ2x4rCOzafkcRLZ0HUZrw_SE,places/ChIJ2x4rCOzafkcRLZ0HUZrw_SE/reviews/ChdDSUhNMG9nS0VJQ0FnSUNWNFlIY3FnRRAB,"The quality of french fries and bacon is pathetic. The bacon was not cooked and black, it looked several days old. The food did not look appetizing at all.",1,2023-12-07T16:16:02Z,5 months ago
ChIJ2x4rCOzafkcRLZ0HUZrw_SE,places/ChIJ2x4rCOzafkcRLZ0HUZrw_SE/reviews/ChZDSUhNMG9nS0VJQ0FnSURKdWR2a2RnEAE,"I was accompanied by a person with disability in a wheelchair. The washrooms are in the second floor. Everything will be OK if the elevator for the wheelchairs installed at the front stair works. For our surprise, the staff (very polite and amazing people) ask us to go in the side door to get the cargo elevator… they accompanied us and was very gentle… But, was so disappointing see it in a company that carry your Brand. I hope it’ll be FIXED ASAP.",2,2023-07-20T09:33:57Z,10 months ago
ChIJ2x4rCOzafkcRLZ0HUZrw_SE,places/ChIJ2x4rCOzafkcRLZ0HUZrw_SE/reviews/ChdDSUhNMG9nS0VJQ0FnSUN4M1liN2p3RRAB,"If you don't have money to get yourself a meal, just try and walk into this McDonald's, greet the workers, and exercise active breathing for awhile, you would get filled.

The aroma from their tasty chicken and other food helps to quench hunger for 30 seconds.

They're well ordered and work with accuracy and precision.

You start living when you start McDonalding.",5,2023-05-23T23:53:15Z,12 months ago
ChIJ2x4rCOzafkcRLZ0HUZrw_SE,places/ChIJ2x4rCOzafkcRLZ0HUZrw_SE/reviews/ChZDSUhNMG9nS0VJQ0FnSURKLTR6T05BEAE,"The food was served cold , even after returning they didn’t apologize or no comment . Gave another tray of food that wasn’t hot. Dissapointed to see such low standard service from Macdonalds",1,2023-07-23T18:21:26Z,10 months ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3NnBuY2F3EAE,"I had to go back there again for a tasty club sandwich. The location is easy to reach with the city's tram transportation service and for those who reach by car, there parking lots available.
The place itself is very nice. On a gentle day, you can choose to sit on the tables outside.
The menu is served with very tasty dishes. You should try the I Poke Salmon Cream dish.
Dressing code: informal. I had a great time in good company and great meal. We didn't have to wait long for our orders. The waiters were very cordial and professional.
A piece of advice though: make sure you book in advance as there are a lot of people who go there.",5,2022-07-14T10:58:50Z,a year ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3bUtQdlJnEAE,This is a great place to eat whether you're with a large group or simply on a date. I've been here 2 or 3 times and the food is consistently great. The service is top notch also. They have vegan/vegetarian options. It is a very popular hotspot so it is generally crowded. Especially on a Friday night. Don't fret though. There is enough seating for an entire army. I highly recommend this place.,5,2017-07-08T01:52:17Z,6 years ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChdDSUhNMG9nS0VJQ0FnSUN0eDdLeHJ3RRAB,"Friendly staff, highly trained and skilled, very tasty food and premises are fantastic. We could enjoy our time with friends, a perfect place for it.",5,2024-02-01T08:07:22Z,3 months ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUNlNWZiSkdREAE,"Staff wasn’t speaking English well, apart from the scanned English menu which has no pictures so u can’t really understand what they serve. The food was way below Italian standerd.",2,2022-09-19T13:32:31Z,a year ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChdDSUhNMG9nS0VJQ0FnSURaZ1AzY2hBRRAB,"The best: the variety of food. From poke bowl, salads, panini, and pizza. A lot from where to choose. The best thing to drink is beer. Service can improve. I asked for a white spritz and the waiter didn't even know what is it 🤡. A lot of tables inside and outside. The food is normal and high price. I ate a grilled chicken with grilled vegetables, low in salt and the meat was dry but healthy and big enough to make me full anyway.",4,2023-09-21T20:13:54Z,8 months ago
ChIJ4VnhIP_bfkcR4gvnFrfodKw,places/ChIJ4VnhIP_bfkcR4gvnFrfodKw/reviews/ChRDSUhNMG9nS0VJQ0FnSURaZ05FaRAB,Excellent wine selection. Top service. Delicious tramezzini!,5,2023-09-21T19:31:37Z,8 months ago
ChIJ4VnhIP_bfkcR4gvnFrfodKw,places/ChIJ4VnhIP_bfkcR4gvnFrfodKw/reviews/ChZDSUhNMG9nS0VJQ0FnSURTOHBhTkFnEAE,"Nice place, pleasant atmosphere and good range of wines. Worth a tram trip to Guizza to try.",5,2020-12-20T13:17:39Z,3 years ago
ChIJ4VnhIP_bfkcR4gvnFrfodKw,places/ChIJ4VnhIP_bfkcR4gvnFrfodKw/reviews/ChZDSUhNMG9nS0VJQ0FnSUQxbFlhTGNREAE,✍️ @mariani.direktor A nice place that a sommelier friend introduced me to and its strong point is the proposal of interesting wines offered both by the glass and in the bottle. Unfortunately the cicchetti were finished and the alternatives did not satisfy me... Let's say that it is a place that can give more....,4,2024-01-08T22:16:20Z,4 months ago
ChIJ4VnhIP_bfkcR4gvnFrfodKw,places/ChIJ4VnhIP_bfkcR4gvnFrfodKw/reviews/ChdDSUhNMG9nS0VJQ0FnSUMxaU1DT3lBRRAB,"Beautiful wine shop on the outskirts of Padua. Large, elegant but welcoming environment. Excellent choice of wines and trained staff ready to give the best advice according to your tastes. The offer of cicchetti, sandwiches and platters of cold cuts or cheeses is varied and tasty. A plus: the large parking space.",5,2023-12-21T09:18:22Z,5 months ago
ChIJ4VnhIP_bfkcR4gvnFrfodKw,places/ChIJ4VnhIP_bfkcR4gvnFrfodKw/reviews/ChZDSUhNMG9nS0VJQ0FnSUNkMmRIaFVnEAE,"Another example of how you can drink and eat well but not be at all thrilled when you go out.
Finally, it is always the person who makes the place, and not vice versa.
Imagining that it was the same owner who served us (glasses and pepper-salt beard), we found him unfriendly, hasty and even rude at the end.
It doesn't remain in the best memories.
And if criticism serves to build... who knows!
A greeting!",3,2024-02-16T13:13:30Z,3 months ago
ChIJfz6I4gDbfkcR41z6I9kFOW8,places/ChIJfz6I4gDbfkcR41z6I9kFOW8/reviews/ChdDSUhNMG9nS0VJQ0FnSUMxN09yaHp3RRAB,"Not a place to talk to your friends and family. The music is too loud, blasting out. The food is okay nothing special. Fried mozzarella tricks are tasteless but crunchy, however the burger is ‘okay.’ Honestly padova has better places to try. However, the staff is very kind and friendly. They are a huge positive for the establishment. Une place pour la petite bobo.",2,2023-12-24T18:18:07Z,4 months ago
ChIJfz6I4gDbfkcR41z6I9kFOW8,places/ChIJfz6I4gDbfkcR41z6I9kFOW8/reviews/ChdDSUhNMG9nS0VJQ0FnSUNqME95LXFRRRAB,"I haven't tried food there, the beers were really good and the garden is so beautiful that I would live there! Also, the staff was really kind and nice. Definitely will come again.",5,2024-04-16T22:24:09Z,a month ago
ChIJfz6I4gDbfkcR41z6I9kFOW8,places/ChIJfz6I4gDbfkcR41z6I9kFOW8/reviews/ChdDSUhNMG9nS0VJQ0FnSUNKcDhpN3VRRRAB,Really nice beer garden with excellent craft beer. The people working there are really knowledgable about flavours and lots of choice regarding food. Also beers for take away. The location is easily reached by Bus from the centre of Padua.,5,2023-07-06T10:23:57Z,10 months ago
ChIJfz6I4gDbfkcR41z6I9kFOW8,places/ChIJfz6I4gDbfkcR41z6I9kFOW8/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ5cU9idjVRRRAB,Really great brewery and amazing beers,5,2024-03-12T19:32:37Z,2 months ago
ChIJfz6I4gDbfkcR41z6I9kFOW8,places/ChIJfz6I4gDbfkcR41z6I9kFOW8/reviews/ChZDSUhNMG9nS0VJQ0FnSUM5ei1tcFBBEAE,"A beautiful and spacious taproom. Not only beers but also some other drinks they produce, and food.",5,2024-03-11T10:46:11Z,2 months ago
ChIJx1Rq_LTafkcRuQG14Subg9g,places/ChIJx1Rq_LTafkcRuQG14Subg9g/reviews/ChdDSUhNMG9nS0VJQ0FnSUNWdm92aDRRRRAB,"The best: the food. I tried the galleto with hot pepper and it was hot ! 🔥 the menu was also in Spanish. Half a litter of wine is 8€, and is ok. Good place for kids.",4,2023-12-07T11:38:20Z,5 months ago
ChIJx1Rq_LTafkcRuQG14Subg9g,places/ChIJx1Rq_LTafkcRuQG14Subg9g/reviews/ChZDSUhNMG9nS0VJQ0FnSUN4X2NyNVZREAE,"Stopped by for dinner and was pleased.
The restaurant specializes in roasted chicken and has burgers and other selections.
The chicken was fantastic. It came out hot and very tasty.
The beer was also great.
The service was very nice specially that there was a huge group in the hotel next door and everyone came to this restaurant at the same time.
If you are in the area stop by it is nice",5,2023-05-24T15:06:18Z,12 months ago
ChIJx1Rq_LTafkcRuQG14Subg9g,places/ChIJx1Rq_LTafkcRuQG14Subg9g/reviews/ChZDSUhNMG9nS0VJQ0FnSUN0LU1DTGZ3EAE,"They charge you for things that they don't even take you, the worst service i ever had",1,2024-01-28T21:14:06Z,3 months ago
ChIJx1Rq_LTafkcRuQG14Subg9g,places/ChIJx1Rq_LTafkcRuQG14Subg9g/reviews/ChdDSUhNMG9nS0VJQ0FnSUN1MGZHUzJ3RRAB,Very nice place. Friendly service and good food. Wiener Schnitzel was monstrously big. Cesar salad - very good here. We were also happy with burger and beer.,5,2022-07-30T19:03:58Z,a year ago
ChIJx1Rq_LTafkcRuQG14Subg9g,places/ChIJx1Rq_LTafkcRuQG14Subg9g/reviews/ChZDSUhNMG9nS0VJQ0FnSUNDcElQVllREAE,"Poor experience.
Poor location, difficult to reach even if the visibility from main road is exceptional.
The food isn't good enough with the chicken dry and tasteless.
Relatively high prices.
Very deluding the sandwiches. Old bread and no taste.
Never again!",2,2020-08-12T07:36:38Z,3 years ago
ChIJCXOHn5jbfkcRvuv4_LKBOu4,places/ChIJCXOHn5jbfkcRvuv4_LKBOu4/reviews/ChZDSUhNMG9nS0VJQ0FnSUMxcHNEekZ3EAE,"Very different than South American LGBTQIA+ nightclubs. Small dance floor, oversimplified but expensive cocktails, and frankly, transparent glass walls to the outside? A real mood killer. BUT, the security team was impeccable and super friendly.",3,2023-12-28T20:18:20Z,4 months ago
ChIJCXOHn5jbfkcRvuv4_LKBOu4,places/ChIJCXOHn5jbfkcRvuv4_LKBOu4/reviews/ChZDSUhNMG9nS0VJQ0FnSUNkN0txVFRREAE,"Good bar that turns into a club in the evening. The vibes are very nice, great place for people from the LGBT community as they often (Wednesday, Friday, Saturday) organize drag shows or other events.",4,2024-02-13T13:47:50Z,3 months ago
ChIJCXOHn5jbfkcRvuv4_LKBOu4,places/ChIJCXOHn5jbfkcRvuv4_LKBOu4/reviews/ChZDSUhNMG9nS0VJQ0FnSUNWaW9lMFNBEAE,This place doesn’t allow foreigners in. That is so horrible and wrong and I presume illegal. Just an awful place.,1,2023-12-06T14:07:01Z,5 months ago
ChIJCXOHn5jbfkcRvuv4_LKBOu4,places/ChIJCXOHn5jbfkcRvuv4_LKBOu4/reviews/ChZDSUhNMG9nS0VJQ0FnSURSd0w3OFl3EAE,"Visited after a few months and turns out the place has changed a lot, they didn't let me and my friends Inn because of racism, a few locals also tried to talk to the guards but still they didn't let us inn. Didn't expect this shame on you.",1,2023-04-15T01:50:07Z,a year ago
ChIJCXOHn5jbfkcRvuv4_LKBOu4,places/ChIJCXOHn5jbfkcRvuv4_LKBOu4/reviews/ChZDSUhNMG9nS0VJQ0FnSUQtM0lhM1NnEAE,"Amazing place, the best queer club I’ve ever been to. Every single staff member is nice, great queens come every week, I couldn’t recommend it enough!❤️",5,2022-11-23T23:00:22Z,a year ago
ChIJDVFEKlfafkcRAp9y-gI1RgE,places/ChIJDVFEKlfafkcRAp9y-gI1RgE/reviews/ChZDSUhNMG9nS0VJQ0FnSUR1cTZtVll3EAE,The best: latino stage. The music is super good here. 3 stages but the best is the latino one without doubt. The outside stages close at 2am but the main stage inside opens at 2 until the end 4am.,5,2022-08-29T19:48:07Z,a year ago
ChIJDVFEKlfafkcRAp9y-gI1RgE,places/ChIJDVFEKlfafkcRAp9y-gI1RgE/reviews/ChZDSUhNMG9nS0VJQ0FnSUNnX29hUGVREAE,"Music of variable quality, but great atmosphere, nice staff, and wide selection of drinks, some food, and a lot of different tents/stages. Highly recommend. Also: open until late (as late as anything in Padova, was our impression ☺️)!",5,2017-09-06T06:19:49Z,6 years ago
ChIJDVFEKlfafkcRAp9y-gI1RgE,places/ChIJDVFEKlfafkcRAp9y-gI1RgE/reviews/ChdDSUhNMG9nS0VJQ0FnSUNlcHJYQzV3RRAB,The best night ever 🔥⭐,5,2022-09-12T21:56:29Z,a year ago
ChIJDVFEKlfafkcRAp9y-gI1RgE,places/ChIJDVFEKlfafkcRAp9y-gI1RgE/reviews/ChdDSUhNMG9nS0VJQ0FnSURROU9DMTJ3RRAB,"It pretends to be ""alternative"" but it is just a regular situation with different dance floors and bars.

...but the answer of the property to this review make me prone to give one more star!",4,2018-08-19T12:28:22Z,5 years ago
ChIJDVFEKlfafkcRAp9y-gI1RgE,places/ChIJDVFEKlfafkcRAp9y-gI1RgE/reviews/ChZDSUhNMG9nS0VJQ0FnSURRb0lUeFpBEAE,"This place is very big open you will  find somany bars, sisha, kebab etc inside but this is actually for gay people so there are a lot of them",3,2017-08-03T14:44:10Z,6 years ago
ChIJLa3j_rDbfkcRApbTngSgAJM,places/ChIJLa3j_rDbfkcRApbTngSgAJM/reviews/ChdDSUhNMG9nS0VJQ0FnSUM1a01yS3ZnRRAB,"The atmosphere is fascinating. Although some things in the menu are not very same as the pictures, we enjoyed our time and meal pretty well with my girlfriend. Orders came fastly compared to other sushi restaurants in the town. Generally I can recommend but there are better sushi restaurants in Padova.",4,2023-10-09T13:10:59Z,7 months ago
ChIJLa3j_rDbfkcRApbTngSgAJM,places/ChIJLa3j_rDbfkcRApbTngSgAJM/reviews/ChdDSUhNMG9nS0VJQ0FnSUNKcjZ2UnlnRRAB,"I loveeee this place so much! Everything was extremely delicious , most important thing- service was perfect! We even did not wait at all for anything. As you see from pics how nice our plates was. I highly recommend you would not regret:)",5,2023-07-07T16:51:41Z,10 months ago
ChIJLa3j_rDbfkcRApbTngSgAJM,places/ChIJLa3j_rDbfkcRApbTngSgAJM/reviews/ChZDSUhNMG9nS0VJQ0FnSURWZzVmSUVREAE,The portions are very little. A plate of noodles are only 2 bites . You have to write on paper the second orders like if you are changing tables. Service is bad the waiters don't smile or joke around with clients and when you need their help they can be rude. Other than that it's just to fancy and it's not worth the money you spend at the end. Fancy restaurant serve small portions at a high price,3,2023-12-15T10:56:07Z,5 months ago
ChIJLa3j_rDbfkcRApbTngSgAJM,places/ChIJLa3j_rDbfkcRApbTngSgAJM/reviews/ChZDSUhNMG9nS0VJQ0FnSUR5dktla0pBEAE,"I live near this restaurant and I tried it last Friday, It was so amazing they have got a large menu (300+ plates). The waiter/waitress were very fast and all the plates had a unique decoration. Also the location is very stunning! I recommend it for all the sushi lovers in Padua! I will give them five stars!!! 😍❤️",5,2021-02-28T09:42:51Z,3 years ago
ChIJLa3j_rDbfkcRApbTngSgAJM,places/ChIJLa3j_rDbfkcRApbTngSgAJM/reviews/ChdDSUhNMG9nS0VJQ0FnSUNqaS1ERTRnRRAB,"The best sushi restaurant ayce!! MUST TRY!!
food and location is very good also staffs are nice❤️",5,2024-04-25T17:23:31Z,3 weeks ago
